filepath,label
data/raw/AID/Forest/forest_95.jpg,Forest
data/raw/AID/Forest/forest_204.jpg,Forest
data/raw/AID/Forest/forest_210.jpg,Forest
data/raw/AID/Forest/forest_238.jpg,Forest
data/raw/AID/Forest/forest_172.jpg,Forest
data/raw/AID/Forest/forest_166.jpg,Forest
data/raw/AID/Forest/forest_199.jpg,Forest
data/raw/AID/Forest/forest_158.jpg,Forest
data/raw/AID/Forest/forest_170.jpg,Forest
data/raw/AID/Forest/forest_164.jpg,Forest
data/raw/AID/Forest/forest_206.jpg,Forest
data/raw/AID/Forest/forest_212.jpg,Forest
data/raw/AID/Forest/forest_83.jpg,Forest
data/raw/AID/Forest/forest_97.jpg,Forest
data/raw/AID/Forest/forest_3.jpg,Forest
data/raw/AID/Forest/forest_40.jpg,Forest
data/raw/AID/Forest/forest_54.jpg,Forest
data/raw/AID/Forest/forest_68.jpg,Forest
data/raw/AID/Forest/forest_69.jpg,Forest
data/raw/AID/Forest/forest_55.jpg,Forest
data/raw/AID/Forest/forest_41.jpg,Forest
data/raw/AID/Forest/forest_2.jpg,Forest
data/raw/AID/Forest/forest_96.jpg,Forest
data/raw/AID/Forest/forest_82.jpg,Forest
data/raw/AID/Forest/forest_213.jpg,Forest
data/raw/AID/Forest/forest_207.jpg,Forest
data/raw/AID/Forest/forest_165.jpg,Forest
data/raw/AID/Forest/forest_171.jpg,Forest
data/raw/AID/Forest/forest_159.jpg,Forest
data/raw/AID/Forest/forest_175.jpg,Forest
data/raw/AID/Forest/forest_161.jpg,Forest
data/raw/AID/Forest/forest_149.jpg,Forest
data/raw/AID/Forest/forest_203.jpg,Forest
data/raw/AID/Forest/forest_217.jpg,Forest
data/raw/AID/Forest/forest_6.jpg,Forest
data/raw/AID/Forest/forest_86.jpg,Forest
data/raw/AID/Forest/forest_92.jpg,Forest
data/raw/AID/Forest/forest_79.jpg,Forest
data/raw/AID/Forest/forest_45.jpg,Forest
data/raw/AID/Forest/forest_51.jpg,Forest
data/raw/AID/Forest/forest_50.jpg,Forest
data/raw/AID/Forest/forest_44.jpg,Forest
data/raw/AID/Forest/forest_78.jpg,Forest
data/raw/AID/Forest/forest_93.jpg,Forest
data/raw/AID/Forest/forest_87.jpg,Forest
data/raw/AID/Forest/forest_7.jpg,Forest
data/raw/AID/Forest/forest_216.jpg,Forest
data/raw/AID/Forest/forest_202.jpg,Forest
data/raw/AID/Forest/forest_148.jpg,Forest
data/raw/AID/Forest/forest_160.jpg,Forest
data/raw/AID/Forest/forest_174.jpg,Forest
data/raw/AID/Forest/forest_189.jpg,Forest
data/raw/AID/Forest/forest_162.jpg,Forest
data/raw/AID/Forest/forest_176.jpg,Forest
data/raw/AID/Forest/forest_214.jpg,Forest
data/raw/AID/Forest/forest_200.jpg,Forest
data/raw/AID/Forest/forest_228.jpg,Forest
data/raw/AID/Forest/forest_5.jpg,Forest
data/raw/AID/Forest/forest_91.jpg,Forest
data/raw/AID/Forest/forest_85.jpg,Forest
data/raw/AID/Forest/forest_52.jpg,Forest
data/raw/AID/Forest/forest_46.jpg,Forest
data/raw/AID/Forest/forest_47.jpg,Forest
data/raw/AID/Forest/forest_53.jpg,Forest
data/raw/AID/Forest/forest_84.jpg,Forest
data/raw/AID/Forest/forest_90.jpg,Forest
data/raw/AID/Forest/forest_4.jpg,Forest
data/raw/AID/Forest/forest_229.jpg,Forest
data/raw/AID/Forest/forest_201.jpg,Forest
data/raw/AID/Forest/forest_215.jpg,Forest
data/raw/AID/Forest/forest_177.jpg,Forest
data/raw/AID/Forest/forest_163.jpg,Forest
data/raw/AID/Forest/forest_188.jpg,Forest
data/raw/AID/Forest/forest_138.jpg,Forest
data/raw/AID/Forest/forest_104.jpg,Forest
data/raw/AID/Forest/forest_110.jpg,Forest
data/raw/AID/Forest/forest_34.jpg,Forest
data/raw/AID/Forest/forest_20.jpg,Forest
data/raw/AID/Forest/forest_21.jpg,Forest
data/raw/AID/Forest/forest_35.jpg,Forest
data/raw/AID/Forest/forest_111.jpg,Forest
data/raw/AID/Forest/forest_105.jpg,Forest
data/raw/AID/Forest/forest_139.jpg,Forest
data/raw/AID/Forest/forest_113.jpg,Forest
data/raw/AID/Forest/forest_107.jpg,Forest
data/raw/AID/Forest/forest_23.jpg,Forest
data/raw/AID/Forest/forest_37.jpg,Forest
data/raw/AID/Forest/forest_36.jpg,Forest
data/raw/AID/Forest/forest_22.jpg,Forest
data/raw/AID/Forest/forest_106.jpg,Forest
data/raw/AID/Forest/forest_112.jpg,Forest
data/raw/AID/Forest/forest_116.jpg,Forest
data/raw/AID/Forest/forest_102.jpg,Forest
data/raw/AID/Forest/forest_248.jpg,Forest
data/raw/AID/Forest/forest_26.jpg,Forest
data/raw/AID/Forest/forest_32.jpg,Forest
data/raw/AID/Forest/forest_33.jpg,Forest
data/raw/AID/Forest/forest_27.jpg,Forest
data/raw/AID/Forest/forest_249.jpg,Forest
data/raw/AID/Forest/forest_103.jpg,Forest
data/raw/AID/Forest/forest_117.jpg,Forest
data/raw/AID/Forest/forest_101.jpg,Forest
data/raw/AID/Forest/forest_115.jpg,Forest
data/raw/AID/Forest/forest_129.jpg,Forest
data/raw/AID/Forest/forest_19.jpg,Forest
data/raw/AID/Forest/forest_31.jpg,Forest
data/raw/AID/Forest/forest_25.jpg,Forest
data/raw/AID/Forest/forest_24.jpg,Forest
data/raw/AID/Forest/forest_30.jpg,Forest
data/raw/AID/Forest/forest_18.jpg,Forest
data/raw/AID/Forest/forest_128.jpg,Forest
data/raw/AID/Forest/forest_114.jpg,Forest
data/raw/AID/Forest/forest_100.jpg,Forest
data/raw/AID/Desert/desert_22.jpg,Desert
data/raw/AID/Desert/desert_136.jpg,Desert
data/raw/AID/Desert/desert_122.jpg,Desert
data/raw/AID/Desert/desert_36.jpg,Desert
data/raw/AID/Desert/desert_7.jpg,Desert
data/raw/AID/Desert/desert_283.jpg,Desert
data/raw/AID/Desert/desert_297.jpg,Desert
data/raw/AID/Desert/desert_268.jpg,Desert
data/raw/AID/Desert/desert_240.jpg,Desert
data/raw/AID/Desert/desert_254.jpg,Desert
data/raw/AID/Desert/desert_255.jpg,Desert
data/raw/AID/Desert/desert_241.jpg,Desert
data/raw/AID/Desert/desert_269.jpg,Desert
data/raw/AID/Desert/desert_296.jpg,Desert
data/raw/AID/Desert/desert_282.jpg,Desert
data/raw/AID/Desert/desert_6.jpg,Desert
data/raw/AID/Desert/desert_37.jpg,Desert
data/raw/AID/Desert/desert_123.jpg,Desert
data/raw/AID/Desert/desert_137.jpg,Desert
data/raw/AID/Desert/desert_23.jpg,Desert
data/raw/AID/Desert/desert_109.jpg,Desert
data/raw/AID/Desert/desert_121.jpg,Desert
data/raw/AID/Desert/desert_35.jpg,Desert
data/raw/AID/Desert/desert_21.jpg,Desert
data/raw/AID/Desert/desert_135.jpg,Desert
data/raw/AID/Desert/desert_4.jpg,Desert
data/raw/AID/Desert/desert_294.jpg,Desert
data/raw/AID/Desert/desert_280.jpg,Desert
data/raw/AID/Desert/desert_257.jpg,Desert
data/raw/AID/Desert/desert_243.jpg,Desert
data/raw/AID/Desert/desert_242.jpg,Desert
data/raw/AID/Desert/desert_256.jpg,Desert
data/raw/AID/Desert/desert_281.jpg,Desert
data/raw/AID/Desert/desert_295.jpg,Desert
data/raw/AID/Desert/desert_5.jpg,Desert
data/raw/AID/Desert/desert_134.jpg,Desert
data/raw/AID/Desert/desert_20.jpg,Desert
data/raw/AID/Desert/desert_34.jpg,Desert
data/raw/AID/Desert/desert_120.jpg,Desert
data/raw/AID/Desert/desert_108.jpg,Desert
data/raw/AID/Desert/desert_124.jpg,Desert
data/raw/AID/Desert/desert_30.jpg,Desert
data/raw/AID/Desert/desert_24.jpg,Desert
data/raw/AID/Desert/desert_130.jpg,Desert
data/raw/AID/Desert/desert_118.jpg,Desert
data/raw/AID/Desert/desert_18.jpg,Desert
data/raw/AID/Desert/desert_1.jpg,Desert
data/raw/AID/Desert/desert_291.jpg,Desert
data/raw/AID/Desert/desert_285.jpg,Desert
data/raw/AID/Desert/desert_252.jpg,Desert
data/raw/AID/Desert/desert_246.jpg,Desert
data/raw/AID/Desert/desert_247.jpg,Desert
data/raw/AID/Desert/desert_253.jpg,Desert
data/raw/AID/Desert/desert_284.jpg,Desert
data/raw/AID/Desert/desert_290.jpg,Desert
data/raw/AID/Desert/desert_19.jpg,Desert
data/raw/AID/Desert/desert_119.jpg,Desert
data/raw/AID/Desert/desert_131.jpg,Desert
data/raw/AID/Desert/desert_25.jpg,Desert
data/raw/AID/Desert/desert_31.jpg,Desert
data/raw/AID/Desert/desert_125.jpg,Desert
data/raw/AID/Desert/desert_27.jpg,Desert
data/raw/AID/Desert/desert_133.jpg,Desert
data/raw/AID/Desert/desert_127.jpg,Desert
data/raw/AID/Desert/desert_33.jpg,Desert
data/raw/AID/Desert/desert_2.jpg,Desert
data/raw/AID/Desert/desert_286.jpg,Desert
data/raw/AID/Desert/desert_292.jpg,Desert
data/raw/AID/Desert/desert_245.jpg,Desert
data/raw/AID/Desert/desert_251.jpg,Desert
data/raw/AID/Desert/desert_279.jpg,Desert
data/raw/AID/Desert/desert_278.jpg,Desert
data/raw/AID/Desert/desert_250.jpg,Desert
data/raw/AID/Desert/desert_244.jpg,Desert
data/raw/AID/Desert/desert_293.jpg,Desert
data/raw/AID/Desert/desert_287.jpg,Desert
data/raw/AID/Desert/desert_3.jpg,Desert
data/raw/AID/Desert/desert_32.jpg,Desert
data/raw/AID/Desert/desert_126.jpg,Desert
data/raw/AID/Desert/desert_132.jpg,Desert
data/raw/AID/Desert/desert_26.jpg,Desert
data/raw/AID/Desert/desert_82.jpg,Desert
data/raw/AID/Desert/desert_196.jpg,Desert
data/raw/AID/Desert/desert_182.jpg,Desert
data/raw/AID/Desert/desert_96.jpg,Desert
data/raw/AID/Desert/desert_169.jpg,Desert
data/raw/AID/Desert/desert_69.jpg,Desert
data/raw/AID/Desert/desert_155.jpg,Desert
data/raw/AID/Desert/desert_41.jpg,Desert
data/raw/AID/Desert/desert_55.jpg,Desert
data/raw/AID/Desert/desert_141.jpg,Desert
data/raw/AID/Desert/desert_223.jpg,Desert
data/raw/AID/Desert/desert_237.jpg,Desert
data/raw/AID/Desert/desert_236.jpg,Desert
data/raw/AID/Desert/desert_222.jpg,Desert
data/raw/AID/Desert/desert_140.jpg,Desert
data/raw/AID/Desert/desert_54.jpg,Desert
data/raw/AID/Desert/desert_40.jpg,Desert
data/raw/AID/Desert/desert_154.jpg,Desert
data/raw/AID/Desert/desert_68.jpg,Desert
data/raw/AID/Desert/desert_168.jpg,Desert
data/raw/AID/Desert/desert_97.jpg,Desert
data/raw/AID/Desert/desert_183.jpg,Desert
data/raw/AID/Desert/desert_197.jpg,Desert
data/raw/AID/Desert/desert_83.jpg,Desert
data/raw/AID/Desert/desert_181.jpg,Desert
data/raw/AID/Desert/desert_95.jpg,Desert
data/raw/AID/Desert/desert_81.jpg,Desert
data/raw/AID/Desert/desert_195.jpg,Desert
data/raw/AID/Desert/desert_56.jpg,Desert
data/raw/AID/Desert/desert_142.jpg,Desert
data/raw/AID/Desert/desert_156.jpg,Desert
data/raw/AID/Desert/desert_42.jpg,Desert
data/raw/AID/Desert/desert_208.jpg,Desert
data/raw/AID/Desert/desert_234.jpg,Desert
data/raw/AID/Desert/desert_220.jpg,Desert
data/raw/AID/Desert/desert_221.jpg,Desert
data/raw/AID/Desert/desert_235.jpg,Desert
data/raw/AID/Desert/desert_209.jpg,Desert
data/raw/AID/Desert/desert_43.jpg,Desert
data/raw/AID/Desert/desert_157.jpg,Desert
data/raw/AID/Desert/desert_143.jpg,Desert
data/raw/AID/Desert/desert_57.jpg,Desert
data/raw/AID/Desert/desert_194.jpg,Desert
data/raw/AID/Desert/desert_80.jpg,Desert
data/raw/AID/Desert/desert_94.jpg,Desert
data/raw/AID/Desert/desert_180.jpg,Desert
data/raw/AID/Desert/desert_184.jpg,Desert
data/raw/AID/Desert/desert_90.jpg,Desert
data/raw/AID/Desert/desert_84.jpg,Desert
data/raw/AID/Desert/desert_190.jpg,Desert
data/raw/AID/Desert/desert_53.jpg,Desert
data/raw/AID/Desert/desert_147.jpg,Desert
data/raw/AID/Desert/desert_153.jpg,Desert
data/raw/AID/Desert/desert_47.jpg,Desert
data/raw/AID/Desert/desert_231.jpg,Desert
data/raw/AID/Desert/desert_225.jpg,Desert
data/raw/AID/Desert/desert_219.jpg,Desert
data/raw/AID/Desert/desert_218.jpg,Desert
data/raw/AID/Desert/desert_224.jpg,Desert
data/raw/AID/Desert/desert_230.jpg,Desert
data/raw/AID/Desert/desert_46.jpg,Desert
data/raw/AID/Desert/desert_152.jpg,Desert
data/raw/AID/Desert/desert_146.jpg,Desert
data/raw/AID/Desert/desert_52.jpg,Desert
data/raw/AID/Desert/desert_191.jpg,Desert
data/raw/AID/Desert/desert_85.jpg,Desert
data/raw/AID/Desert/desert_91.jpg,Desert
data/raw/AID/Desert/desert_185.jpg,Desert
data/raw/AID/Desert/desert_87.jpg,Desert
data/raw/AID/Desert/desert_193.jpg,Desert
data/raw/AID/Desert/desert_187.jpg,Desert
data/raw/AID/Desert/desert_93.jpg,Desert
data/raw/AID/Desert/desert_150.jpg,Desert
data/raw/AID/Desert/desert_44.jpg,Desert
data/raw/AID/Desert/desert_50.jpg,Desert
data/raw/AID/Desert/desert_144.jpg,Desert
data/raw/AID/Desert/desert_78.jpg,Desert
data/raw/AID/Desert/desert_178.jpg,Desert
data/raw/AID/Desert/desert_226.jpg,Desert
data/raw/AID/Desert/desert_232.jpg,Desert
data/raw/AID/Desert/desert_233.jpg,Desert
data/raw/AID/Desert/desert_227.jpg,Desert
data/raw/AID/Desert/desert_179.jpg,Desert
data/raw/AID/Desert/desert_79.jpg,Desert
data/raw/AID/Desert/desert_145.jpg,Desert
data/raw/AID/Desert/desert_51.jpg,Desert
data/raw/AID/Desert/desert_45.jpg,Desert
data/raw/AID/Desert/desert_151.jpg,Desert
data/raw/AID/Desert/desert_92.jpg,Desert
data/raw/AID/Desert/desert_186.jpg,Desert
data/raw/AID/Desert/desert_192.jpg,Desert
data/raw/AID/Desert/desert_86.jpg,Desert
data/raw/AID/Desert/desert_148.jpg,Desert
data/raw/AID/Desert/desert_48.jpg,Desert
data/raw/AID/Desert/desert_60.jpg,Desert
data/raw/AID/Desert/desert_174.jpg,Desert
data/raw/AID/Desert/desert_160.jpg,Desert
data/raw/AID/Desert/desert_74.jpg,Desert
data/raw/AID/Desert/desert_202.jpg,Desert
data/raw/AID/Desert/desert_216.jpg,Desert
data/raw/AID/Desert/desert_217.jpg,Desert
data/raw/AID/Desert/desert_203.jpg,Desert
data/raw/AID/Desert/desert_75.jpg,Desert
data/raw/AID/Desert/desert_161.jpg,Desert
data/raw/AID/Desert/desert_175.jpg,Desert
data/raw/AID/Desert/desert_61.jpg,Desert
data/raw/AID/Desert/desert_49.jpg,Desert
data/raw/AID/Desert/desert_149.jpg,Desert
data/raw/AID/Desert/desert_88.jpg,Desert
data/raw/AID/Desert/desert_188.jpg,Desert
data/raw/AID/Desert/desert_163.jpg,Desert
data/raw/AID/Desert/desert_77.jpg,Desert
data/raw/AID/Desert/desert_63.jpg,Desert
data/raw/AID/Desert/desert_177.jpg,Desert
data/raw/AID/Desert/desert_229.jpg,Desert
data/raw/AID/Desert/desert_215.jpg,Desert
data/raw/AID/Desert/desert_201.jpg,Desert
data/raw/AID/Desert/desert_200.jpg,Desert
data/raw/AID/Desert/desert_214.jpg,Desert
data/raw/AID/Desert/desert_228.jpg,Desert
data/raw/AID/Desert/desert_176.jpg,Desert
data/raw/AID/Desert/desert_62.jpg,Desert
data/raw/AID/Desert/desert_76.jpg,Desert
data/raw/AID/Desert/desert_162.jpg,Desert
data/raw/AID/Desert/desert_189.jpg,Desert
data/raw/AID/Desert/desert_89.jpg,Desert
data/raw/AID/Desert/desert_199.jpg,Desert
data/raw/AID/Desert/desert_99.jpg,Desert
data/raw/AID/Desert/desert_166.jpg,Desert
data/raw/AID/Desert/desert_72.jpg,Desert
data/raw/AID/Desert/desert_66.jpg,Desert
data/raw/AID/Desert/desert_172.jpg,Desert
data/raw/AID/Desert/desert_210.jpg,Desert
data/raw/AID/Desert/desert_204.jpg,Desert
data/raw/AID/Desert/desert_238.jpg,Desert
data/raw/AID/Desert/desert_239.jpg,Desert
data/raw/AID/Desert/desert_205.jpg,Desert
data/raw/AID/Desert/desert_211.jpg,Desert
data/raw/AID/Desert/desert_173.jpg,Desert
data/raw/AID/Desert/desert_67.jpg,Desert
data/raw/AID/Desert/desert_73.jpg,Desert
data/raw/AID/Desert/desert_167.jpg,Desert
data/raw/AID/Desert/desert_98.jpg,Desert
data/raw/AID/Desert/desert_198.jpg,Desert
data/raw/AID/Desert/desert_65.jpg,Desert
data/raw/AID/Desert/desert_171.jpg,Desert
data/raw/AID/Desert/desert_165.jpg,Desert
data/raw/AID/Desert/desert_71.jpg,Desert
data/raw/AID/Desert/desert_59.jpg,Desert
data/raw/AID/Desert/desert_159.jpg,Desert
data/raw/AID/Desert/desert_207.jpg,Desert
data/raw/AID/Desert/desert_213.jpg,Desert
data/raw/AID/Desert/desert_212.jpg,Desert
data/raw/AID/Desert/desert_206.jpg,Desert
data/raw/AID/Desert/desert_158.jpg,Desert
data/raw/AID/Desert/desert_58.jpg,Desert
data/raw/AID/Desert/desert_70.jpg,Desert
data/raw/AID/Desert/desert_164.jpg,Desert
data/raw/AID/Desert/desert_170.jpg,Desert
data/raw/AID/Desert/desert_64.jpg,Desert
data/raw/AID/Desert/desert_117.jpg,Desert
data/raw/AID/Desert/desert_17.jpg,Desert
data/raw/AID/Desert/desert_103.jpg,Desert
data/raw/AID/Desert/desert_249.jpg,Desert
data/raw/AID/Desert/desert_261.jpg,Desert
data/raw/AID/Desert/desert_275.jpg,Desert
data/raw/AID/Desert/desert_274.jpg,Desert
data/raw/AID/Desert/desert_260.jpg,Desert
data/raw/AID/Desert/desert_248.jpg,Desert
data/raw/AID/Desert/desert_102.jpg,Desert
data/raw/AID/Desert/desert_16.jpg,Desert
data/raw/AID/Desert/desert_116.jpg,Desert
data/raw/AID/Desert/desert_300.jpg,Desert
data/raw/AID/Desert/desert_28.jpg,Desert
data/raw/AID/Desert/desert_128.jpg,Desert
data/raw/AID/Desert/desert_14.jpg,Desert
data/raw/AID/Desert/desert_100.jpg,Desert
data/raw/AID/Desert/desert_114.jpg,Desert
data/raw/AID/Desert/desert_289.jpg,Desert
data/raw/AID/Desert/desert_276.jpg,Desert
data/raw/AID/Desert/desert_262.jpg,Desert
data/raw/AID/Desert/desert_263.jpg,Desert
data/raw/AID/Desert/desert_277.jpg,Desert
data/raw/AID/Desert/desert_288.jpg,Desert
data/raw/AID/Desert/desert_115.jpg,Desert
data/raw/AID/Desert/desert_101.jpg,Desert
data/raw/AID/Desert/desert_15.jpg,Desert
data/raw/AID/Desert/desert_129.jpg,Desert
data/raw/AID/Desert/desert_29.jpg,Desert
data/raw/AID/Desert/desert_11.jpg,Desert
data/raw/AID/Desert/desert_105.jpg,Desert
data/raw/AID/Desert/desert_111.jpg,Desert
data/raw/AID/Desert/desert_139.jpg,Desert
data/raw/AID/Desert/desert_39.jpg,Desert
data/raw/AID/Desert/desert_8.jpg,Desert
data/raw/AID/Desert/desert_298.jpg,Desert
data/raw/AID/Desert/desert_273.jpg,Desert
data/raw/AID/Desert/desert_267.jpg,Desert
data/raw/AID/Desert/desert_266.jpg,Desert
data/raw/AID/Desert/desert_272.jpg,Desert
data/raw/AID/Desert/desert_299.jpg,Desert
data/raw/AID/Desert/desert_9.jpg,Desert
data/raw/AID/Desert/desert_38.jpg,Desert
data/raw/AID/Desert/desert_138.jpg,Desert
data/raw/AID/Desert/desert_110.jpg,Desert
data/raw/AID/Desert/desert_104.jpg,Desert
data/raw/AID/Desert/desert_10.jpg,Desert
data/raw/AID/Desert/desert_112.jpg,Desert
data/raw/AID/Desert/desert_12.jpg,Desert
data/raw/AID/Desert/desert_106.jpg,Desert
data/raw/AID/Desert/desert_264.jpg,Desert
data/raw/AID/Desert/desert_270.jpg,Desert
data/raw/AID/Desert/desert_258.jpg,Desert
data/raw/AID/Desert/desert_259.jpg,Desert
data/raw/AID/Desert/desert_271.jpg,Desert
data/raw/AID/Desert/desert_265.jpg,Desert
data/raw/AID/Desert/desert_107.jpg,Desert
data/raw/AID/Desert/desert_13.jpg,Desert
data/raw/AID/Desert/desert_113.jpg,Desert
data/raw/AID/Beach/beach_203.jpg,Beach
data/raw/AID/Beach/beach_217.jpg,Beach
data/raw/AID/Beach/beach_59.jpg,Beach
data/raw/AID/Beach/beach_65.jpg,Beach
data/raw/AID/Beach/beach_71.jpg,Beach
data/raw/AID/Beach/beach_175.jpg,Beach
data/raw/AID/Beach/beach_161.jpg,Beach
data/raw/AID/Beach/beach_149.jpg,Beach
data/raw/AID/Beach/beach_377.jpg,Beach
