filepath,label,split
data/raw/AID/Industrial/industrial_173.jpg,Industrial,train
data/raw/AID/River/river_380.jpg,River,train
data/raw/AID/Desert/desert_60.jpg,Desert,train
data/raw/AID/River/river_175.jpg,River,train
data/raw/AID/Beach/beach_335.jpg,Beach,train
data/raw/AID/Stadium/stadium_181.jpg,Stadium,train
data/raw/AID/River/river_72.jpg,River,train
data/raw/AID/Industrial/industrial_317.jpg,Industrial,train
data/raw/AID/Airport/airport_287.jpg,Airport,train
data/raw/AID/Airport/airport_354.jpg,Airport,train
data/raw/AID/Industrial/industrial_3.jpg,Industrial,train
data/raw/AID/Stadium/stadium_29.jpg,Stadium,train
data/raw/AID/Beach/beach_232.jpg,Beach,train
data/raw/AID/Industrial/industrial_323.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_218.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_43.jpg,DenseResidential,train
data/raw/AID/River/river_52.jpg,River,train
data/raw/AID/Mountain/mountain_189.jpg,Mountain,train
data/raw/AID/River/river_293.jpg,River,train
data/raw/AID/Desert/desert_257.jpg,Desert,train
data/raw/AID/Farmland/farmland_75.jpg,Farmland,train
data/raw/AID/Forest/forest_230.jpg,Forest,train
data/raw/AID/River/river_236.jpg,River,train
data/raw/AID/Mountain/mountain_209.jpg,Mountain,train
data/raw/AID/Mountain/mountain_19.jpg,Mountain,train
data/raw/AID/River/river_134.jpg,River,train
data/raw/AID/Industrial/industrial_335.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_130.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_130.jpg,Farmland,train
data/raw/AID/Farmland/farmland_118.jpg,Farmland,train
data/raw/AID/Industrial/industrial_12.jpg,Industrial,train
data/raw/AID/Forest/forest_244.jpg,Forest,train
data/raw/AID/Mountain/mountain_293.jpg,Mountain,train
data/raw/AID/Mountain/mountain_211.jpg,Mountain,train
data/raw/AID/Stadium/stadium_235.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_339.jpg,DenseResidential,train
data/raw/AID/Beach/beach_266.jpg,Beach,train
data/raw/AID/River/river_131.jpg,River,train
data/raw/AID/River/river_225.jpg,River,train
data/raw/AID/Mountain/mountain_117.jpg,Mountain,train
data/raw/AID/Stadium/stadium_69.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_171.jpg,DenseResidential,train
data/raw/AID/Beach/beach_40.jpg,Beach,train
data/raw/AID/Stadium/stadium_110.jpg,Stadium,train
data/raw/AID/Airport/airport_160.jpg,Airport,train
data/raw/AID/Airport/airport_118.jpg,Airport,train
data/raw/AID/Stadium/stadium_205.jpg,Stadium,train
data/raw/AID/Farmland/farmland_283.jpg,Farmland,train
data/raw/AID/Airport/airport_245.jpg,Airport,train
data/raw/AID/Airport/airport_268.jpg,Airport,train
data/raw/AID/Airport/airport_316.jpg,Airport,train
data/raw/AID/Beach/beach_277.jpg,Beach,train
data/raw/AID/Farmland/farmland_290.jpg,Farmland,train
data/raw/AID/River/river_288.jpg,River,train
data/raw/AID/Beach/beach_390.jpg,Beach,train
data/raw/AID/Forest/forest_221.jpg,Forest,train
data/raw/AID/Airport/airport_29.jpg,Airport,train
data/raw/AID/Forest/forest_190.jpg,Forest,train
data/raw/AID/Industrial/industrial_144.jpg,Industrial,train
data/raw/AID/Farmland/farmland_26.jpg,Farmland,train
data/raw/AID/Industrial/industrial_356.jpg,Industrial,train
data/raw/AID/Beach/beach_187.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_86.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_283.jpg,Industrial,train
data/raw/AID/Mountain/mountain_108.jpg,Mountain,train
data/raw/AID/Beach/beach_396.jpg,Beach,train
data/raw/AID/Desert/desert_18.jpg,Desert,train
data/raw/AID/River/river_363.jpg,River,train
data/raw/AID/Farmland/farmland_288.jpg,Farmland,train
data/raw/AID/Stadium/stadium_213.jpg,Stadium,train
data/raw/AID/Farmland/farmland_4.jpg,Farmland,train
data/raw/AID/River/river_318.jpg,River,train
data/raw/AID/Industrial/industrial_128.jpg,Industrial,train
data/raw/AID/Farmland/farmland_198.jpg,Farmland,train
data/raw/AID/Industrial/industrial_147.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_252.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_52.jpg,Stadium,train
data/raw/AID/Industrial/industrial_180.jpg,Industrial,train
data/raw/AID/Industrial/industrial_159.jpg,Industrial,train
data/raw/AID/Airport/airport_25.jpg,Airport,train
data/raw/AID/Farmland/farmland_162.jpg,Farmland,train
data/raw/AID/Farmland/farmland_41.jpg,Farmland,train
data/raw/AID/Mountain/mountain_316.jpg,Mountain,train
data/raw/AID/Farmland/farmland_106.jpg,Farmland,train
data/raw/AID/Desert/desert_65.jpg,Desert,train
data/raw/AID/River/river_358.jpg,River,train
data/raw/AID/Forest/forest_12.jpg,Forest,train
data/raw/AID/Desert/desert_7.jpg,Desert,train
data/raw/AID/DenseResidential/denseresidential_191.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_124.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_147.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_38.jpg,Farmland,train
data/raw/AID/Desert/desert_171.jpg,Desert,train
data/raw/AID/Airport/airport_130.jpg,Airport,train
data/raw/AID/Airport/airport_8.jpg,Airport,train
data/raw/AID/Mountain/mountain_87.jpg,Mountain,train
data/raw/AID/Beach/beach_265.jpg,Beach,train
data/raw/AID/Industrial/industrial_214.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_305.jpg,DenseResidential,train
data/raw/AID/Beach/beach_210.jpg,Beach,train
data/raw/AID/Forest/forest_216.jpg,Forest,train
data/raw/AID/DenseResidential/denseresidential_241.jpg,DenseResidential,train
data/raw/AID/Desert/desert_203.jpg,Desert,train
data/raw/AID/Airport/airport_285.jpg,Airport,train
data/raw/AID/Farmland/farmland_5.jpg,Farmland,train
data/raw/AID/Desert/desert_1.jpg,Desert,train
data/raw/AID/DenseResidential/denseresidential_365.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_268.jpg,Industrial,train
data/raw/AID/River/river_65.jpg,River,train
data/raw/AID/Mountain/mountain_281.jpg,Mountain,train
data/raw/AID/Desert/desert_178.jpg,Desert,train
data/raw/AID/Stadium/stadium_150.jpg,Stadium,train
data/raw/AID/Airport/airport_60.jpg,Airport,train
data/raw/AID/Forest/forest_11.jpg,Forest,train
data/raw/AID/Desert/desert_248.jpg,Desert,train
data/raw/AID/Forest/forest_181.jpg,Forest,train
data/raw/AID/River/river_120.jpg,River,train
data/raw/AID/Mountain/mountain_263.jpg,Mountain,train
data/raw/AID/Mountain/mountain_142.jpg,Mountain,train
data/raw/AID/River/river_265.jpg,River,train
data/raw/AID/Farmland/farmland_292.jpg,Farmland,train
data/raw/AID/River/river_90.jpg,River,train
data/raw/AID/Desert/desert_175.jpg,Desert,train
data/raw/AID/Desert/desert_126.jpg,Desert,train
data/raw/AID/Stadium/stadium_278.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_354.jpg,DenseResidential,train
data/raw/AID/Desert/desert_49.jpg,Desert,train
data/raw/AID/DenseResidential/denseresidential_126.jpg,DenseResidential,train
data/raw/AID/Beach/beach_58.jpg,Beach,train
data/raw/AID/River/river_405.jpg,River,train
data/raw/AID/Desert/desert_263.jpg,Desert,train
data/raw/AID/River/river_17.jpg,River,train
data/raw/AID/Mountain/mountain_122.jpg,Mountain,train
data/raw/AID/Forest/forest_111.jpg,Forest,train
data/raw/AID/Mountain/mountain_123.jpg,Mountain,train
data/raw/AID/DenseResidential/denseresidential_227.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_148.jpg,Farmland,train
data/raw/AID/Mountain/mountain_128.jpg,Mountain,train
data/raw/AID/Mountain/mountain_245.jpg,Mountain,train
data/raw/AID/River/river_268.jpg,River,train
data/raw/AID/Industrial/industrial_167.jpg,Industrial,train
data/raw/AID/River/river_377.jpg,River,train
data/raw/AID/Airport/airport_122.jpg,Airport,train
data/raw/AID/Farmland/farmland_277.jpg,Farmland,train
data/raw/AID/Beach/beach_59.jpg,Beach,train
data/raw/AID/River/river_335.jpg,River,train
data/raw/AID/Airport/airport_355.jpg,Airport,train
data/raw/AID/Industrial/industrial_33.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_242.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_22.jpg,Industrial,train
data/raw/AID/Forest/forest_245.jpg,Forest,train
data/raw/AID/Farmland/farmland_141.jpg,Farmland,train
data/raw/AID/Stadium/stadium_102.jpg,Stadium,train
data/raw/AID/Desert/desert_250.jpg,Desert,train
data/raw/AID/Desert/desert_215.jpg,Desert,train
data/raw/AID/Desert/desert_143.jpg,Desert,train
data/raw/AID/Farmland/farmland_127.jpg,Farmland,train
data/raw/AID/Airport/airport_146.jpg,Airport,train
data/raw/AID/Industrial/industrial_360.jpg,Industrial,train
data/raw/AID/Forest/forest_101.jpg,Forest,train
data/raw/AID/DenseResidential/denseresidential_61.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_298.jpg,Farmland,train
data/raw/AID/Farmland/farmland_299.jpg,Farmland,train
data/raw/AID/Stadium/stadium_77.jpg,Stadium,train
data/raw/AID/Desert/desert_177.jpg,Desert,train
data/raw/AID/Industrial/industrial_161.jpg,Industrial,train
data/raw/AID/DenseResidential/denseresidential_143.jpg,DenseResidential,train
data/raw/AID/Airport/airport_353.jpg,Airport,train
data/raw/AID/DenseResidential/denseresidential_210.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_283.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_59.jpg,Industrial,train
data/raw/AID/Farmland/farmland_262.jpg,Farmland,train
data/raw/AID/Beach/beach_27.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_114.jpg,DenseResidential,train
data/raw/AID/Desert/desert_251.jpg,Desert,train
data/raw/AID/Industrial/industrial_210.jpg,Industrial,train
data/raw/AID/Mountain/mountain_195.jpg,Mountain,train
data/raw/AID/River/river_249.jpg,River,train
data/raw/AID/River/river_58.jpg,River,train
data/raw/AID/River/river_73.jpg,River,train
data/raw/AID/Airport/airport_138.jpg,Airport,train
data/raw/AID/Airport/airport_178.jpg,Airport,train
data/raw/AID/Industrial/industrial_163.jpg,Industrial,train
data/raw/AID/Farmland/farmland_356.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_285.jpg,DenseResidential,train
data/raw/AID/Mountain/mountain_143.jpg,Mountain,train
data/raw/AID/Farmland/farmland_265.jpg,Farmland,train
data/raw/AID/Beach/beach_338.jpg,Beach,train
data/raw/AID/Beach/beach_51.jpg,Beach,train
data/raw/AID/Airport/airport_10.jpg,Airport,train
data/raw/AID/Beach/beach_315.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_142.jpg,DenseResidential,train
data/raw/AID/Mountain/mountain_213.jpg,Mountain,train
data/raw/AID/River/river_180.jpg,River,train
data/raw/AID/Mountain/mountain_274.jpg,Mountain,train
data/raw/AID/DenseResidential/denseresidential_228.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_282.jpg,Industrial,train
data/raw/AID/Farmland/farmland_142.jpg,Farmland,train
data/raw/AID/Industrial/industrial_197.jpg,Industrial,train
data/raw/AID/Farmland/farmland_146.jpg,Farmland,train
data/raw/AID/Industrial/industrial_225.jpg,Industrial,train
data/raw/AID/Stadium/stadium_195.jpg,Stadium,train
data/raw/AID/Airport/airport_18.jpg,Airport,train
data/raw/AID/River/river_165.jpg,River,train
data/raw/AID/Airport/airport_1.jpg,Airport,train
data/raw/AID/Airport/airport_230.jpg,Airport,train
data/raw/AID/DenseResidential/denseresidential_325.jpg,DenseResidential,train
data/raw/AID/Desert/desert_148.jpg,Desert,train
data/raw/AID/River/river_123.jpg,River,train
data/raw/AID/Beach/beach_173.jpg,Beach,train
data/raw/AID/Farmland/farmland_225.jpg,Farmland,train
data/raw/AID/Farmland/farmland_197.jpg,Farmland,train
data/raw/AID/Industrial/industrial_231.jpg,Industrial,train
data/raw/AID/Beach/beach_383.jpg,Beach,train
data/raw/AID/River/river_314.jpg,River,train
data/raw/AID/Beach/beach_36.jpg,Beach,train
data/raw/AID/Stadium/stadium_6.jpg,Stadium,train
data/raw/AID/Industrial/industrial_41.jpg,Industrial,train
data/raw/AID/Mountain/mountain_267.jpg,Mountain,train
data/raw/AID/River/river_355.jpg,River,train
data/raw/AID/Airport/airport_343.jpg,Airport,train
data/raw/AID/Forest/forest_147.jpg,Forest,train
data/raw/AID/River/river_390.jpg,River,train
data/raw/AID/Industrial/industrial_32.jpg,Industrial,train
data/raw/AID/Industrial/industrial_79.jpg,Industrial,train
data/raw/AID/Airport/airport_96.jpg,Airport,train
data/raw/AID/DenseResidential/denseresidential_57.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_245.jpg,Stadium,train
data/raw/AID/Mountain/mountain_36.jpg,Mountain,train
data/raw/AID/Beach/beach_385.jpg,Beach,train
data/raw/AID/Airport/airport_257.jpg,Airport,train
data/raw/AID/Stadium/stadium_138.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_30.jpg,DenseResidential,train
data/raw/AID/Beach/beach_78.jpg,Beach,train
data/raw/AID/River/river_354.jpg,River,train
data/raw/AID/DenseResidential/denseresidential_346.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_60.jpg,Stadium,train
data/raw/AID/Airport/airport_307.jpg,Airport,train
data/raw/AID/Mountain/mountain_88.jpg,Mountain,train
data/raw/AID/Stadium/stadium_204.jpg,Stadium,train
data/raw/AID/Beach/beach_240.jpg,Beach,train
data/raw/AID/Mountain/mountain_18.jpg,Mountain,train
data/raw/AID/Desert/desert_58.jpg,Desert,train
data/raw/AID/Industrial/industrial_139.jpg,Industrial,train
data/raw/AID/Stadium/stadium_131.jpg,Stadium,train
data/raw/AID/Industrial/industrial_353.jpg,Industrial,train
data/raw/AID/Farmland/farmland_310.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_164.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_97.jpg,Stadium,train
data/raw/AID/Industrial/industrial_188.jpg,Industrial,train
data/raw/AID/River/river_252.jpg,River,train
data/raw/AID/DenseResidential/denseresidential_10.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_250.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_51.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_133.jpg,DenseResidential,train
data/raw/AID/Desert/desert_106.jpg,Desert,train
data/raw/AID/DenseResidential/denseresidential_45.jpg,DenseResidential,train
data/raw/AID/Forest/forest_6.jpg,Forest,train
data/raw/AID/Airport/airport_153.jpg,Airport,train
data/raw/AID/Beach/beach_45.jpg,Beach,train
data/raw/AID/Forest/forest_120.jpg,Forest,train
data/raw/AID/Mountain/mountain_1.jpg,Mountain,train
data/raw/AID/Forest/forest_134.jpg,Forest,train
data/raw/AID/Beach/beach_262.jpg,Beach,train
data/raw/AID/Farmland/farmland_37.jpg,Farmland,train
data/raw/AID/Farmland/farmland_105.jpg,Farmland,train
data/raw/AID/Airport/airport_120.jpg,Airport,train
data/raw/AID/DenseResidential/denseresidential_112.jpg,DenseResidential,train
data/raw/AID/River/river_188.jpg,River,train
data/raw/AID/Desert/desert_16.jpg,Desert,train
data/raw/AID/Industrial/industrial_99.jpg,Industrial,train
data/raw/AID/Farmland/farmland_13.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_402.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_176.jpg,Stadium,train
data/raw/AID/Stadium/stadium_232.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_383.jpg,DenseResidential,train
data/raw/AID/Beach/beach_393.jpg,Beach,train
data/raw/AID/Stadium/stadium_32.jpg,Stadium,train
data/raw/AID/Airport/airport_185.jpg,Airport,train
data/raw/AID/Stadium/stadium_196.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_93.jpg,DenseResidential,train
data/raw/AID/Airport/airport_94.jpg,Airport,train
data/raw/AID/River/river_214.jpg,River,train
data/raw/AID/DenseResidential/denseresidential_193.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_66.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_109.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_279.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_207.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_49.jpg,DenseResidential,train
data/raw/AID/Desert/desert_10.jpg,Desert,train
data/raw/AID/Farmland/farmland_113.jpg,Farmland,train
data/raw/AID/River/river_356.jpg,River,train
data/raw/AID/DenseResidential/denseresidential_20.jpg,DenseResidential,train
data/raw/AID/Beach/beach_67.jpg,Beach,train
data/raw/AID/River/river_205.jpg,River,train
data/raw/AID/Mountain/mountain_55.jpg,Mountain,train
data/raw/AID/Mountain/mountain_214.jpg,Mountain,train
data/raw/AID/Beach/beach_104.jpg,Beach,train
data/raw/AID/Farmland/farmland_109.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_104.jpg,DenseResidential,train
data/raw/AID/River/river_161.jpg,River,train
data/raw/AID/Beach/beach_387.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_184.jpg,DenseResidential,train
data/raw/AID/Beach/beach_333.jpg,Beach,train
data/raw/AID/Mountain/mountain_137.jpg,Mountain,train
data/raw/AID/Forest/forest_45.jpg,Forest,train
data/raw/AID/Airport/airport_224.jpg,Airport,train
data/raw/AID/Forest/forest_166.jpg,Forest,train
data/raw/AID/DenseResidential/denseresidential_364.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_15.jpg,DenseResidential,train
data/raw/AID/River/river_389.jpg,River,train
data/raw/AID/Stadium/stadium_244.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_82.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_35.jpg,Industrial,train
data/raw/AID/Farmland/farmland_10.jpg,Farmland,train
data/raw/AID/River/river_95.jpg,River,train
data/raw/AID/Forest/forest_250.jpg,Forest,train
data/raw/AID/Beach/beach_369.jpg,Beach,train
data/raw/AID/Beach/beach_167.jpg,Beach,train
data/raw/AID/Farmland/farmland_234.jpg,Farmland,train
data/raw/AID/Airport/airport_340.jpg,Airport,train
data/raw/AID/DenseResidential/denseresidential_355.jpg,DenseResidential,train
data/raw/AID/Beach/beach_354.jpg,Beach,train
data/raw/AID/Mountain/mountain_127.jpg,Mountain,train
data/raw/AID/Industrial/industrial_18.jpg,Industrial,train
data/raw/AID/Forest/forest_204.jpg,Forest,train
data/raw/AID/Forest/forest_201.jpg,Forest,train
data/raw/AID/Desert/desert_100.jpg,Desert,train
data/raw/AID/DenseResidential/denseresidential_291.jpg,DenseResidential,train
data/raw/AID/River/river_255.jpg,River,train
data/raw/AID/Industrial/industrial_387.jpg,Industrial,train
data/raw/AID/Farmland/farmland_55.jpg,Farmland,train
data/raw/AID/DenseResidential/denseresidential_58.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_58.jpg,Farmland,train
data/raw/AID/Industrial/industrial_235.jpg,Industrial,train
data/raw/AID/Stadium/stadium_50.jpg,Stadium,train
data/raw/AID/Industrial/industrial_265.jpg,Industrial,train
data/raw/AID/Farmland/farmland_342.jpg,Farmland,train
data/raw/AID/Mountain/mountain_129.jpg,Mountain,train
data/raw/AID/DenseResidential/denseresidential_11.jpg,DenseResidential,train
data/raw/AID/Airport/airport_79.jpg,Airport,train
data/raw/AID/Airport/airport_67.jpg,Airport,train
data/raw/AID/Beach/beach_295.jpg,Beach,train
data/raw/AID/Stadium/stadium_254.jpg,Stadium,train
data/raw/AID/River/river_133.jpg,River,train
data/raw/AID/Farmland/farmland_61.jpg,Farmland,train
data/raw/AID/Airport/airport_296.jpg,Airport,train
data/raw/AID/Industrial/industrial_294.jpg,Industrial,train
data/raw/AID/Beach/beach_268.jpg,Beach,train
data/raw/AID/Farmland/farmland_215.jpg,Farmland,train
data/raw/AID/Mountain/mountain_320.jpg,Mountain,train
data/raw/AID/DenseResidential/denseresidential_47.jpg,DenseResidential,train
data/raw/AID/Farmland/farmland_340.jpg,Farmland,train
data/raw/AID/Mountain/mountain_176.jpg,Mountain,train
data/raw/AID/Industrial/industrial_39.jpg,Industrial,train
data/raw/AID/Farmland/farmland_322.jpg,Farmland,train
data/raw/AID/Beach/beach_248.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_253.jpg,DenseResidential,train
data/raw/AID/DenseResidential/denseresidential_199.jpg,DenseResidential,train
data/raw/AID/Mountain/mountain_192.jpg,Mountain,train
data/raw/AID/Stadium/stadium_70.jpg,Stadium,train
data/raw/AID/Mountain/mountain_225.jpg,Mountain,train
data/raw/AID/Industrial/industrial_358.jpg,Industrial,train
data/raw/AID/Airport/airport_239.jpg,Airport,train
data/raw/AID/Beach/beach_275.jpg,Beach,train
data/raw/AID/Farmland/farmland_353.jpg,Farmland,train
data/raw/AID/Beach/beach_374.jpg,Beach,train
data/raw/AID/Farmland/farmland_182.jpg,Farmland,train
data/raw/AID/River/river_7.jpg,River,train
data/raw/AID/Forest/forest_198.jpg,Forest,train
data/raw/AID/Beach/beach_166.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_38.jpg,DenseResidential,train
data/raw/AID/Stadium/stadium_11.jpg,Stadium,train
data/raw/AID/Airport/airport_66.jpg,Airport,train
data/raw/AID/Stadium/stadium_252.jpg,Stadium,train
data/raw/AID/Beach/beach_227.jpg,Beach,train
data/raw/AID/River/river_79.jpg,River,train
data/raw/AID/Industrial/industrial_48.jpg,Industrial,train
data/raw/AID/Desert/desert_265.jpg,Desert,train
data/raw/AID/Industrial/industrial_255.jpg,Industrial,train
data/raw/AID/Mountain/mountain_291.jpg,Mountain,train
data/raw/AID/Stadium/stadium_201.jpg,Stadium,train
data/raw/AID/Airport/airport_149.jpg,Airport,train
data/raw/AID/Beach/beach_143.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_183.jpg,DenseResidential,train
data/raw/AID/Beach/beach_324.jpg,Beach,train
data/raw/AID/DenseResidential/denseresidential_79.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_83.jpg,Industrial,train
data/raw/AID/Airport/airport_276.jpg,Airport,train
data/raw/AID/Mountain/mountain_155.jpg,Mountain,train
data/raw/AID/Airport/airport_58.jpg,Airport,train
data/raw/AID/Stadium/stadium_90.jpg,Stadium,train
data/raw/AID/Industrial/industrial_67.jpg,Industrial,train
data/raw/AID/River/river_45.jpg,River,train
data/raw/AID/Stadium/stadium_255.jpg,Stadium,train
data/raw/AID/River/river_93.jpg,River,train
data/raw/AID/Forest/forest_35.jpg,Forest,train
data/raw/AID/Forest/forest_16.jpg,Forest,train
data/raw/AID/Forest/forest_155.jpg,Forest,train
data/raw/AID/Beach/beach_347.jpg,Beach,train
data/raw/AID/Beach/beach_305.jpg,Beach,train
data/raw/AID/Beach/beach_269.jpg,Beach,train
data/raw/AID/Forest/forest_55.jpg,Forest,train
data/raw/AID/Airport/airport_187.jpg,Airport,train
data/raw/AID/Beach/beach_364.jpg,Beach,train
data/raw/AID/Airport/airport_56.jpg,Airport,train
data/raw/AID/River/river_62.jpg,River,train
data/raw/AID/Stadium/stadium_34.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_351.jpg,DenseResidential,train
data/raw/AID/Industrial/industrial_154.jpg,Industrial,train
data/raw/AID/Mountain/mountain_298.jpg,Mountain,train
data/raw/AID/Forest/forest_132.jpg,Forest,train
data/raw/AID/Mountain/mountain_340.jpg,Mountain,train
data/raw/AID/Desert/desert_156.jpg,Desert,train
data/raw/AID/Forest/forest_38.jpg,Forest,train
data/raw/AID/River/river_38.jpg,River,train
data/raw/AID/Industrial/industrial_381.jpg,Industrial,train
data/raw/AID/Beach/beach_81.jpg,Beach,train
data/raw/AID/Stadium/stadium_224.jpg,Stadium,train
data/raw/AID/Mountain/mountain_178.jpg,Mountain,train
data/raw/AID/River/river_127.jpg,River,train
data/raw/AID/Stadium/stadium_248.jpg,Stadium,train
data/raw/AID/Industrial/industrial_171.jpg,Industrial,train
data/raw/AID/Airport/airport_144.jpg,Airport,train
data/raw/AID/Airport/airport_22.jpg,Airport,train
data/raw/AID/Stadium/stadium_21.jpg,Stadium,train
data/raw/AID/DenseResidential/denseresidential_162.jpg,DenseResidential,train
data/raw/AID/River/river_141.jpg,River,train
data/raw/AID/Industrial/industrial_351.jpg,Industrial,train
data/raw/AID/River/river_248.jpg,River,train
data/raw/AID/Farmland/farmland_164.jpg,Farmland,train
data/raw/AID/Farmland/farmland_60.jpg,Farmland,train
data/raw/AID/Farmland/farmland_327.jpg,Farmland,train
data/raw/AID/Industrial/industrial_70.jpg,Industrial,train
data/raw/AID/Mountain/mountain_301.jpg,Mountain,train
data/raw/AID/Beach/beach_386.jpg,Beach,train
